tree_id,parent_member_id,child_member_id,parent_role
7007,1089001,1089016,father
7007,1089001,1089024,father
7007,1089001,1089032,father
7007,1089001,1089040,father
7007,1089016,1089045,father
7007,1089016,1089060,father
7007,1089016,1089075,father
7007,1089024,1089049,father
7007,1089024,1089064,father
7007,1089024,1089079,father
7007,1089032,1089053,father
7007,1089032,1089068,father
7007,1089032,1089083,father
7007,1089040,1089057,father
7007,1089040,1089072,father
7007,1089040,1089087,father
7007,1089045,1089089,father
7007,1089045,1089111,father
7007,1089045,1089133,father
7007,1089049,1089091,father
7007,1089049,1089113,father
7007,1089049,1089135,father
7007,1089053,1089093,father
7007,1089053,1089115,father
7007,1089053,1089137,father
7007,1089057,1089095,father
7007,1089057,1089117,father
7007,1089057,1089139,father
7007,1089060,1089096,mother
7007,1089060,1089118,mother
7007,1089060,1089140,mother
7007,1089064,1089098,mother
7007,1089064,1089120,mother
7007,1089064,1089142,mother
7007,1089068,1089100,mother
7007,1089068,1089122,mother
7007,1089068,1089144,mother
7007,1089072,1089102,mother
7007,1089072,1089124,mother
7007,1089072,1089146,mother
7007,1089075,1089104,father
7007,1089075,1089126,father
7007,1089079,1089106,father
7007,1089079,1089128,father
7007,1089083,1089108,father
7007,1089083,1089130,father
7007,1089087,1089110,father
7007,1089087,1089132,father
7007,1089089,1089147,father
7007,1089089,1089176,father
7007,1089089,1089205,father
7007,1089091,1089148,father
7007,1089091,1089177,father
7007,1089091,1089206,father
7007,1089093,1089149,father
7007,1089093,1089178,father
7007,1089093,1089207,father
7007,1089095,1089150,father
7007,1089095,1089179,father
7007,1089095,1089208,father
7007,1089096,1089150,mother
7007,1089096,1089179,mother
7007,1089096,1089208,mother
7007,1089098,1089151,mother
7007,1089098,1089180,mother
7007,1089098,1089209,mother
7007,1089100,1089152,mother
7007,1089100,1089181,mother
7007,1089100,1089210,mother
7007,1089102,1089153,mother
7007,1089102,1089182,mother
7007,1089102,1089211,mother
7007,1089104,1089154,mother
7007,1089104,1089183,mother
7007,1089104,1089212,mother
7007,1089106,1089155,mother
7007,1089106,1089184,mother
7007,1089106,1089213,mother
7007,1089108,1089156,mother
7007,1089108,1089185,mother
7007,1089108,1089214,mother
7007,1089110,1089157,mother
7007,1089110,1089186,mother
7007,1089110,1089215,mother
7007,1089111,1089158,father
7007,1089111,1089187,father
7007,1089111,1089216,father
7007,1089113,1089159,father
7007,1089113,1089188,father
7007,1089113,1089217,father
7007,1089115,1089160,father
7007,1089115,1089189,father
7007,1089115,1089218,father
7007,1089117,1089161,father
7007,1089117,1089190,father
7007,1089117,1089219,father
7007,1089118,1089161,mother
7007,1089118,1089190,mother
7007,1089118,1089219,mother
7007,1089120,1089162,mother
7007,1089120,1089191,mother
7007,1089122,1089163,mother
7007,1089122,1089192,mother
7007,1089124,1089164,mother
7007,1089124,1089193,mother
7007,1089126,1089165,mother
7007,1089126,1089194,mother
7007,1089128,1089166,mother
7007,1089128,1089195,mother
7007,1089130,1089167,mother
7007,1089130,1089196,mother
7007,1089132,1089168,mother
7007,1089132,1089197,mother
7007,1089133,1089169,father
7007,1089133,1089198,father
7007,1089135,1089170,father
7007,1089135,1089199,father
7007,1089137,1089171,father
7007,1089137,1089200,father
7007,1089139,1089172,father
7007,1089139,1089201,father
7007,1089140,1089172,mother
7007,1089140,1089201,mother
7007,1089142,1089173,mother
7007,1089142,1089202,mother
7007,1089144,1089174,mother
7007,1089144,1089203,mother
7007,1089146,1089175,mother
7007,1089146,1089204,mother
7007,1089147,1089220,father
7007,1089147,1089257,father
7007,1089147,1089294,father
7007,1089148,1089220,mother
7007,1089148,1089256,mother
7007,1089148,1089292,mother
7007,1089149,1089221,father
7007,1089149,1089258,father
7007,1089149,1089295,father
7007,1089150,1089221,mother
7007,1089150,1089257,mother
7007,1089150,1089293,mother
7007,1089151,1089222,father
7007,1089151,1089259,father
7007,1089151,1089296,father
7007,1089152,1089222,mother
7007,1089152,1089258,mother
7007,1089152,1089294,mother
7007,1089153,1089223,father
7007,1089153,1089260,father
7007,1089153,1089297,father
7007,1089154,1089223,mother
7007,1089154,1089259,mother
7007,1089154,1089295,mother
7007,1089155,1089224,father
7007,1089155,1089261,father
7007,1089155,1089298,father
7007,1089156,1089224,mother
7007,1089156,1089260,mother
7007,1089156,1089296,mother
7007,1089157,1089225,father
7007,1089157,1089262,father
7007,1089157,1089299,father
7007,1089158,1089225,mother
7007,1089158,1089261,mother
7007,1089158,1089297,mother
7007,1089159,1089226,father
7007,1089159,1089263,father
7007,1089159,1089300,father
7007,1089160,1089226,mother
7007,1089160,1089262,mother
7007,1089160,1089298,mother
7007,1089161,1089227,father
7007,1089161,1089264,father
7007,1089161,1089301,father
7007,1089162,1089227,mother
7007,1089162,1089263,mother
7007,1089162,1089299,mother
7007,1089163,1089228,father
7007,1089163,1089265,father
7007,1089163,1089302,father
7007,1089164,1089228,mother
7007,1089164,1089264,mother
7007,1089164,1089300,mother
7007,1089165,1089229,father
7007,1089165,1089266,father
7007,1089165,1089303,father
7007,1089166,1089229,mother
7007,1089166,1089265,mother
7007,1089166,1089301,mother
7007,1089167,1089230,father
7007,1089167,1089267,father
7007,1089167,1089304,father
7007,1089168,1089230,mother
7007,1089168,1089266,mother
7007,1089168,1089302,mother
7007,1089169,1089231,father
7007,1089169,1089268,father
