tree_id,parent_member_id,child_member_id,parent_role
7010,1098001,1098010,father
7010,1098001,1098015,father
7010,1098001,1098020,father
7010,1098001,1098025,father
7010,1098010,1098027,father
7010,1098010,1098036,father
7010,1098010,1098045,father
7010,1098015,1098029,mother
7010,1098015,1098037,mother
7010,1098015,1098045,mother
7010,1098020,1098032,father
7010,1098020,1098041,father
7010,1098020,1098050,father
7010,1098025,1098034,mother
7010,1098025,1098042,mother
7010,1098025,1098050,mother
7010,1098027,1098052,father
7010,1098027,1098065,father
7010,1098027,1098078,father
7010,1098029,1098053,father
7010,1098029,1098066,father
7010,1098029,1098079,father
7010,1098032,1098054,mother
7010,1098032,1098066,mother
7010,1098032,1098078,mother
7010,1098034,1098055,mother
7010,1098034,1098067,mother
7010,1098034,1098079,mother
7010,1098036,1098056,mother
7010,1098036,1098068,mother
7010,1098036,1098080,mother
7010,1098037,1098057,father
7010,1098037,1098070,father
7010,1098037,1098083,father
7010,1098041,1098059,father
7010,1098041,1098072,father
7010,1098042,1098059,mother
7010,1098042,1098071,mother
7010,1098042,1098083,mother
7010,1098045,1098061,father
7010,1098045,1098074,father
7010,1098050,1098063,mother
7010,1098050,1098075,mother
7010,1098052,1098085,father
7010,1098052,1098102,father
7010,1098052,1098119,father
7010,1098053,1098085,mother
7010,1098053,1098101,mother
7010,1098053,1098117,mother
7010,1098054,1098086,father
7010,1098054,1098103,father
7010,1098054,1098120,father
7010,1098055,1098086,mother
7010,1098055,1098102,mother
7010,1098055,1098118,mother
7010,1098056,1098087,father
7010,1098056,1098104,father
7010,1098056,1098121,father
7010,1098057,1098087,mother
7010,1098057,1098103,mother
7010,1098057,1098119,mother
7010,1098059,1098088,mother
7010,1098059,1098104,mother
7010,1098059,1098120,mother
7010,1098061,1098089,mother
7010,1098061,1098105,mother
7010,1098061,1098121,mother
7010,1098063,1098090,mother
7010,1098063,1098106,mother
7010,1098063,1098122,mother
7010,1098065,1098091,mother
7010,1098065,1098107,mother
7010,1098065,1098123,mother
7010,1098066,1098092,father
7010,1098066,1098109,father
7010,1098066,1098126,father
7010,1098067,1098092,mother
7010,1098067,1098108,mother
7010,1098067,1098124,mother
7010,1098068,1098093,father
7010,1098068,1098110,father
7010,1098070,1098094,father
7010,1098070,1098111,father
7010,1098071,1098094,mother
7010,1098071,1098110,mother
7010,1098071,1098126,mother
7010,1098072,1098095,father
7010,1098072,1098112,father
7010,1098074,1098096,father
7010,1098074,1098113,father
7010,1098075,1098096,mother
7010,1098075,1098112,mother
7010,1098078,1098098,father
7010,1098078,1098115,father
7010,1098079,1098098,mother
7010,1098079,1098114,mother
7010,1098080,1098099,father
7010,1098080,1098116,father
7010,1098083,1098100,mother
7010,1098083,1098116,mother
7010,1098085,1098127,father
7010,1098085,1098148,father
7010,1098085,1098169,father
7010,1098086,1098127,mother
7010,1098086,1098148,mother
7010,1098086,1098169,mother
7010,1098087,1098128,father
7010,1098087,1098149,father
7010,1098087,1098170,father
7010,1098088,1098128,mother
7010,1098088,1098149,mother
7010,1098088,1098170,mother
7010,1098089,1098129,father
7010,1098089,1098150,father
7010,1098089,1098171,father
7010,1098090,1098129,mother
7010,1098090,1098150,mother
7010,1098090,1098171,mother
7010,1098091,1098130,father
7010,1098091,1098151,father
7010,1098091,1098172,father
7010,1098092,1098130,mother
7010,1098092,1098151,mother
7010,1098092,1098172,mother
7010,1098093,1098131,father
7010,1098093,1098152,father
7010,1098093,1098173,father
7010,1098094,1098131,mother
7010,1098094,1098152,mother
7010,1098094,1098173,mother
7010,1098095,1098132,father
7010,1098095,1098153,father
7010,1098095,1098174,father
7010,1098096,1098132,mother
7010,1098096,1098153,mother
7010,1098096,1098174,mother
7010,1098098,1098133,mother
7010,1098098,1098154,mother
7010,1098098,1098175,mother
7010,1098099,1098134,father
7010,1098099,1098155,father
7010,1098099,1098176,father
7010,1098100,1098134,mother
7010,1098100,1098155,mother
7010,1098100,1098176,mother
7010,1098101,1098135,father
7010,1098101,1098156,father
7010,1098102,1098135,mother
7010,1098102,1098156,mother
7010,1098103,1098136,father
7010,1098103,1098157,father
7010,1098104,1098136,mother
7010,1098104,1098157,mother
7010,1098105,1098137,father
7010,1098105,1098158,father
7010,1098106,1098137,mother
7010,1098106,1098158,mother
7010,1098107,1098138,father
7010,1098107,1098159,father
7010,1098108,1098138,mother
7010,1098108,1098159,mother
7010,1098109,1098139,father
7010,1098109,1098160,father
7010,1098110,1098139,mother
7010,1098110,1098160,mother
7010,1098111,1098140,father
7010,1098111,1098161,father
7010,1098112,1098140,mother
7010,1098112,1098161,mother
7010,1098113,1098141,father
7010,1098113,1098162,father
7010,1098114,1098141,mother
7010,1098114,1098162,mother
7010,1098115,1098142,father
7010,1098115,1098163,father
7010,1098116,1098142,mother
7010,1098116,1098163,mother
7010,1098117,1098143,father
7010,1098117,1098164,father
7010,1098118,1098143,mother
7010,1098118,1098164,mother
7010,1098119,1098144,father
7010,1098119,1098165,father
7010,1098120,1098144,mother
7010,1098120,1098165,mother
7010,1098121,1098145,father
7010,1098121,1098166,father
7010,1098122,1098145,mother
7010,1098122,1098166,mother
7010,1098123,1098146,father
7010,1098123,1098167,father
7010,1098124,1098146,mother
7010,1098124,1098167,mother
7010,1098126,1098147,mother
7010,1098126,1098168,mother
7010,1098127,1098177,father
7010,1098127,1098202,father
7010,1098127,1098227,father
7010,1098128,1098177,mother
7010,1098128,1098202,mother
7010,1098128,1098227,mother
7010,1098129,1098178,father
7010,1098129,1098203,father
7010,1098129,1098228,father
7010,1098130,1098178,mother
7010,1098130,1098203,mother
7010,1098130,1098228,mother
7010,1098131,1098179,father
7010,1098131,1098204,father
7010,1098131,1098229,father
7010,1098132,1098179,mother
7010,1098132,1098204,mother
7010,1098132,1098229,mother
7010,1098133,1098180,father
7010,1098133,1098205,father
7010,1098133,1098230,father
7010,1098134,1098180,mother
7010,1098134,1098205,mother
7010,1098134,1098230,mother
7010,1098135,1098181,father
7010,1098135,1098206,father
7010,1098135,1098231,father
7010,1098136,1098181,mother
7010,1098136,1098206,mother
7010,1098136,1098231,mother
7010,1098137,1098182,father
7010,1098137,1098207,father
7010,1098137,1098232,father
7010,1098138,1098182,mother
7010,1098138,1098207,mother
7010,1098138,1098232,mother
7010,1098139,1098183,father
7010,1098139,1098208,father
7010,1098139,1098233,father
7010,1098140,1098183,mother
7010,1098140,1098208,mother
7010,1098140,1098233,mother
7010,1098141,1098184,father
7010,1098141,1098209,father
7010,1098141,1098234,father
7010,1098142,1098184,mother
7010,1098142,1098209,mother
7010,1098142,1098234,mother
7010,1098143,1098185,father
7010,1098143,1098210,father
7010,1098144,1098185,mother
7010,1098144,1098210,mother
7010,1098145,1098186,father
7010,1098145,1098211,father
7010,1098146,1098186,mother
7010,1098146,1098211,mother
7010,1098147,1098187,father
7010,1098147,1098212,father
7010,1098148,1098187,mother
7010,1098148,1098212,mother
7010,1098149,1098188,father
7010,1098149,1098213,father
7010,1098150,1098188,mother
7010,1098150,1098213,mother
7010,1098151,1098189,father
7010,1098151,1098214,father
7010,1098152,1098189,mother
7010,1098152,1098214,mother
7010,1098153,1098190,father
7010,1098153,1098215,father
7010,1098154,1098190,mother
7010,1098154,1098215,mother
7010,1098155,1098191,father
7010,1098155,1098216,father
7010,1098156,1098191,mother
7010,1098156,1098216,mother
7010,1098157,1098192,father
7010,1098157,1098217,father
7010,1098158,1098192,mother
7010,1098158,1098217,mother
7010,1098159,1098193,father
7010,1098159,1098218,father
7010,1098160,1098193,mother
7010,1098160,1098218,mother
7010,1098161,1098194,father
7010,1098161,1098219,father
7010,1098162,1098194,mother
7010,1098162,1098219,mother
7010,1098163,1098195,father
7010,1098163,1098220,father
7010,1098164,1098195,mother
7010,1098164,1098220,mother
7010,1098165,1098196,father
7010,1098165,1098221,father
7010,1098166,1098196,mother
7010,1098166,1098221,mother
7010,1098167,1098197,father
7010,1098167,1098222,father
7010,1098168,1098197,mother
7010,1098168,1098222,mother
7010,1098169,1098198,father
7010,1098169,1098223,father
7010,1098170,1098198,mother
7010,1098170,1098223,mother
7010,1098171,1098199,father
7010,1098171,1098224,father
