tree_id,parent_member_id,child_member_id,parent_role
7006,1085001,1085018,father
7006,1085001,1085027,father
7006,1085001,1085036,father
7006,1085001,1085045,father
7006,1085018,1085052,father
7006,1085018,1085069,father
7006,1085018,1085086,father
7006,1085027,1085056,mother
7006,1085027,1085073,mother
7006,1085027,1085090,mother
7006,1085036,1085061,father
7006,1085036,1085078,father
7006,1085036,1085095,father
7006,1085045,1085065,mother
7006,1085045,1085082,mother
7006,1085045,1085099,mother
7006,1085052,1085102,father
7006,1085052,1085127,father
7006,1085052,1085152,father
7006,1085056,1085104,father
7006,1085056,1085129,father
7006,1085056,1085154,father
7006,1085061,1085106,mother
7006,1085061,1085131,mother
7006,1085061,1085156,mother
7006,1085065,1085108,mother
7006,1085065,1085133,mother
7006,1085065,1085158,mother
7006,1085069,1085110,mother
7006,1085069,1085135,mother
7006,1085069,1085160,mother
7006,1085073,1085112,mother
7006,1085073,1085137,mother
7006,1085073,1085162,mother
7006,1085078,1085115,father
7006,1085078,1085140,father
7006,1085078,1085165,father
7006,1085082,1085117,father
7006,1085082,1085142,father
7006,1085082,1085167,father
7006,1085086,1085119,father
7006,1085086,1085144,father
7006,1085090,1085121,father
7006,1085090,1085146,father
7006,1085095,1085123,mother
7006,1085095,1085148,mother
7006,1085099,1085125,mother
7006,1085099,1085150,mother
7006,1085102,1085169,father
7006,1085102,1085203,father
7006,1085102,1085237,father
7006,1085104,1085170,father
7006,1085104,1085204,father
7006,1085104,1085238,father
7006,1085106,1085171,father
7006,1085106,1085205,father
7006,1085106,1085239,father
7006,1085108,1085172,father
7006,1085108,1085206,father
7006,1085108,1085240,father
7006,1085110,1085173,father
7006,1085110,1085207,father
7006,1085110,1085241,father
7006,1085112,1085174,father
7006,1085112,1085208,father
7006,1085112,1085242,father
7006,1085115,1085175,mother
7006,1085115,1085208,mother
7006,1085115,1085241,mother
7006,1085117,1085176,mother
7006,1085117,1085209,mother
7006,1085117,1085242,mother
7006,1085119,1085177,mother
7006,1085119,1085210,mother
7006,1085119,1085243,mother
7006,1085121,1085178,mother
7006,1085121,1085211,mother
7006,1085121,1085244,mother
7006,1085123,1085179,mother
7006,1085123,1085212,mother
7006,1085123,1085245,mother
7006,1085125,1085180,mother
7006,1085125,1085213,mother
7006,1085125,1085246,mother
7006,1085127,1085181,mother
7006,1085127,1085214,mother
7006,1085127,1085247,mother
7006,1085129,1085182,mother
7006,1085129,1085215,mother
7006,1085129,1085248,mother
7006,1085131,1085183,mother
7006,1085131,1085216,mother
7006,1085131,1085249,mother
7006,1085133,1085184,mother
7006,1085133,1085217,mother
7006,1085133,1085250,mother
7006,1085135,1085185,mother
7006,1085135,1085218,mother
7006,1085135,1085251,mother
7006,1085137,1085186,mother
7006,1085137,1085219,mother
7006,1085140,1085188,father
7006,1085140,1085222,father
7006,1085142,1085189,father
7006,1085142,1085223,father
7006,1085144,1085190,father
7006,1085144,1085224,father
7006,1085146,1085191,father
7006,1085146,1085225,father
7006,1085148,1085192,father
7006,1085148,1085226,father
7006,1085150,1085193,father
7006,1085150,1085227,father
7006,1085152,1085194,father
7006,1085152,1085228,father
7006,1085154,1085195,father
7006,1085154,1085229,father
7006,1085156,1085196,father
7006,1085156,1085230,father
7006,1085158,1085197,father
7006,1085158,1085231,father
7006,1085160,1085198,father
7006,1085160,1085232,father
7006,1085162,1085199,father
7006,1085162,1085233,father
7006,1085165,1085200,mother
7006,1085165,1085233,mother
7006,1085167,1085201,mother
7006,1085167,1085234,mother
7006,1085169,1085252,father
7006,1085169,1085294,father
7006,1085169,1085336,father
7006,1085170,1085252,mother
7006,1085170,1085293,mother
7006,1085170,1085334,mother
7006,1085171,1085253,father
7006,1085171,1085295,father
7006,1085171,1085337,father
7006,1085172,1085253,mother
7006,1085172,1085294,mother
7006,1085172,1085335,mother
7006,1085173,1085254,father
7006,1085173,1085296,father
7006,1085173,1085338,father
7006,1085174,1085254,mother
7006,1085174,1085295,mother
7006,1085174,1085336,mother
7006,1085175,1085255,father
7006,1085175,1085297,father
7006,1085175,1085339,father
7006,1085176,1085255,mother
7006,1085176,1085296,mother
7006,1085176,1085337,mother
7006,1085177,1085256,father
7006,1085177,1085298,father
7006,1085177,1085340,father
7006,1085178,1085256,mother
7006,1085178,1085297,mother
7006,1085178,1085338,mother
7006,1085179,1085257,father
7006,1085179,1085299,father
7006,1085179,1085341,father
7006,1085180,1085257,mother
7006,1085180,1085298,mother
7006,1085180,1085339,mother
7006,1085181,1085258,father
7006,1085181,1085300,father
7006,1085181,1085342,father
7006,1085182,1085258,mother
7006,1085182,1085299,mother
7006,1085182,1085340,mother
7006,1085183,1085259,father
7006,1085183,1085301,father
7006,1085183,1085343,father
7006,1085184,1085259,mother
7006,1085184,1085300,mother
7006,1085184,1085341,mother
7006,1085185,1085260,father
7006,1085185,1085302,father
7006,1085185,1085344,father
7006,1085186,1085260,mother
7006,1085186,1085301,mother
7006,1085186,1085342,mother
7006,1085188,1085261,mother
7006,1085188,1085302,mother
7006,1085188,1085343,mother
7006,1085189,1085262,father
7006,1085189,1085304,father
7006,1085189,1085346,father
7006,1085190,1085262,mother
7006,1085190,1085303,mother
7006,1085190,1085344,mother
7006,1085191,1085263,father
7006,1085191,1085305,father
7006,1085191,1085347,father
7006,1085192,1085263,mother
7006,1085192,1085304,mother
7006,1085192,1085345,mother
7006,1085193,1085264,father
7006,1085193,1085306,father
7006,1085193,1085348,father
7006,1085194,1085264,mother
7006,1085194,1085305,mother
7006,1085194,1085346,mother
7006,1085195,1085265,father
7006,1085195,1085307,father
7006,1085195,1085349,father
7006,1085196,1085265,mother
7006,1085196,1085306,mother
7006,1085196,1085347,mother
7006,1085197,1085266,father
7006,1085197,1085308,father
7006,1085197,1085350,father
7006,1085198,1085266,mother
7006,1085198,1085307,mother
7006,1085198,1085348,mother
7006,1085199,1085267,father
7006,1085199,1085309,father
7006,1085199,1085351,father
7006,1085200,1085267,mother
7006,1085200,1085308,mother
7006,1085200,1085349,mother
7006,1085201,1085268,father
7006,1085201,1085310,father
7006,1085203,1085269,father
7006,1085203,1085311,father
7006,1085204,1085269,mother
7006,1085204,1085310,mother
7006,1085204,1085351,mother
7006,1085205,1085270,father
7006,1085205,1085312,father
7006,1085206,1085270,mother
7006,1085206,1085311,mother
7006,1085207,1085271,father
7006,1085207,1085313,father
7006,1085208,1085271,mother
7006,1085208,1085312,mother
7006,1085209,1085272,father
7006,1085209,1085314,father
7006,1085210,1085272,mother
7006,1085210,1085313,mother
7006,1085211,1085273,father
7006,1085211,1085315,father
7006,1085212,1085273,mother
