tree_id,parent_member_id,child_member_id,parent_role
7009,1095501,1095512,father
7009,1095501,1095518,father
7009,1095501,1095524,father
7009,1095501,1095530,father
7009,1095512,1095533,father
7009,1095512,1095544,father
7009,1095512,1095555,father
7009,1095518,1095536,father
7009,1095518,1095547,father
7009,1095518,1095558,father
7009,1095524,1095539,father
7009,1095524,1095550,father
7009,1095524,1095561,father
7009,1095530,1095542,father
7009,1095530,1095553,father
7009,1095533,1095564,father
7009,1095533,1095580,father
7009,1095533,1095596,father
7009,1095536,1095565,mother
7009,1095536,1095580,mother
7009,1095536,1095595,mother
7009,1095539,1095567,father
7009,1095539,1095583,father
7009,1095539,1095599,father
7009,1095542,1095568,mother
7009,1095542,1095583,mother
7009,1095542,1095598,mother
7009,1095544,1095569,mother
7009,1095544,1095584,mother
7009,1095544,1095599,mother
7009,1095547,1095571,father
7009,1095547,1095587,father
7009,1095547,1095603,father
7009,1095550,1095572,mother
7009,1095550,1095587,mother
7009,1095550,1095602,mother
7009,1095553,1095574,father
7009,1095553,1095590,father
7009,1095555,1095575,father
7009,1095555,1095591,father
7009,1095558,1095576,mother
7009,1095558,1095591,mother
7009,1095561,1095578,father
7009,1095561,1095594,father
7009,1095564,1095606,father
7009,1095564,1095627,father
7009,1095564,1095648,father
7009,1095565,1095606,mother
7009,1095565,1095627,mother
7009,1095565,1095648,mother
7009,1095567,1095607,mother
7009,1095567,1095628,mother
7009,1095567,1095649,mother
7009,1095568,1095608,father
7009,1095568,1095629,father
7009,1095568,1095650,father
7009,1095569,1095608,mother
7009,1095569,1095629,mother
7009,1095569,1095650,mother
7009,1095571,1095609,mother
7009,1095571,1095630,mother
7009,1095571,1095651,mother
7009,1095572,1095610,father
7009,1095572,1095631,father
7009,1095572,1095652,father
7009,1095574,1095611,father
7009,1095574,1095632,father
7009,1095574,1095653,father
7009,1095575,1095611,mother
7009,1095575,1095632,mother
7009,1095575,1095653,mother
7009,1095576,1095612,father
7009,1095576,1095633,father
7009,1095576,1095654,father
7009,1095578,1095613,father
7009,1095578,1095634,father
7009,1095578,1095655,father
7009,1095580,1095614,father
7009,1095580,1095635,father
7009,1095580,1095656,father
7009,1095583,1095615,mother
7009,1095583,1095636,mother
7009,1095583,1095657,mother
7009,1095584,1095616,father
7009,1095584,1095637,father
7009,1095587,1095617,mother
7009,1095587,1095638,mother
7009,1095590,1095619,father
7009,1095590,1095640,father
7009,1095591,1095619,mother
7009,1095591,1095640,mother
7009,1095594,1095621,father
7009,1095594,1095642,father
7009,1095595,1095621,mother
7009,1095595,1095642,mother
7009,1095596,1095622,father
7009,1095596,1095643,father
7009,1095598,1095623,father
7009,1095598,1095644,father
7009,1095599,1095623,mother
7009,1095599,1095644,mother
7009,1095602,1095625,father
7009,1095602,1095646,father
7009,1095603,1095625,mother
7009,1095603,1095646,mother
7009,1095606,1095658,father
7009,1095606,1095684,father
7009,1095606,1095710,father
7009,1095607,1095658,mother
7009,1095607,1095684,mother
7009,1095607,1095710,mother
7009,1095608,1095659,father
7009,1095608,1095685,father
7009,1095608,1095711,father
7009,1095609,1095659,mother
7009,1095609,1095685,mother
7009,1095609,1095711,mother
7009,1095610,1095660,father
7009,1095610,1095686,father
7009,1095610,1095712,father
7009,1095611,1095660,mother
7009,1095611,1095686,mother
7009,1095611,1095712,mother
7009,1095612,1095661,father
7009,1095612,1095687,father
7009,1095612,1095713,father
7009,1095613,1095661,mother
7009,1095613,1095687,mother
7009,1095613,1095713,mother
7009,1095614,1095662,father
7009,1095614,1095688,father
7009,1095614,1095714,father
7009,1095615,1095662,mother
7009,1095615,1095688,mother
7009,1095615,1095714,mother
7009,1095616,1095663,father
7009,1095616,1095689,father
7009,1095616,1095715,father
7009,1095617,1095663,mother
7009,1095617,1095689,mother
7009,1095617,1095715,mother
7009,1095619,1095664,mother
7009,1095619,1095690,mother
7009,1095619,1095716,mother
7009,1095621,1095665,mother
7009,1095621,1095691,mother
7009,1095621,1095717,mother
7009,1095622,1095666,father
7009,1095622,1095692,father
7009,1095622,1095718,father
7009,1095623,1095666,mother
7009,1095623,1095692,mother
7009,1095623,1095718,mother
7009,1095625,1095667,mother
7009,1095625,1095693,mother
7009,1095625,1095719,mother
7009,1095627,1095668,mother
7009,1095627,1095694,mother
7009,1095628,1095669,father
7009,1095628,1095695,father
7009,1095629,1095669,mother
7009,1095629,1095695,mother
7009,1095630,1095670,father
7009,1095630,1095696,father
7009,1095631,1095670,mother
7009,1095631,1095696,mother
7009,1095632,1095671,father
7009,1095632,1095697,father
7009,1095633,1095671,mother
7009,1095633,1095697,mother
7009,1095634,1095672,father
7009,1095634,1095698,father
7009,1095635,1095672,mother
7009,1095635,1095698,mother
7009,1095636,1095673,father
7009,1095636,1095699,father
7009,1095637,1095673,mother
7009,1095637,1095699,mother
7009,1095638,1095674,father
7009,1095638,1095700,father
7009,1095640,1095675,father
7009,1095640,1095701,father
7009,1095642,1095676,father
7009,1095642,1095702,father
7009,1095643,1095676,mother
7009,1095643,1095702,mother
7009,1095644,1095677,father
7009,1095644,1095703,father
7009,1095646,1095678,father
7009,1095646,1095704,father
7009,1095648,1095679,father
7009,1095648,1095705,father
7009,1095649,1095679,mother
7009,1095649,1095705,mother
7009,1095650,1095680,father
7009,1095650,1095706,father
7009,1095651,1095680,mother
7009,1095651,1095706,mother
7009,1095652,1095681,father
7009,1095652,1095707,father
7009,1095653,1095681,mother
7009,1095653,1095707,mother
7009,1095654,1095682,father
7009,1095654,1095708,father
7009,1095655,1095682,mother
7009,1095655,1095708,mother
7009,1095656,1095683,father
7009,1095656,1095709,father
7009,1095657,1095683,mother
7009,1095657,1095709,mother
7009,1095658,1095720,father
7009,1095658,1095751,father
7009,1095658,1095782,father
7009,1095659,1095720,mother
7009,1095659,1095751,mother
7009,1095659,1095782,mother
7009,1095660,1095721,father
7009,1095660,1095752,father
7009,1095660,1095783,father
7009,1095661,1095721,mother
7009,1095661,1095752,mother
7009,1095661,1095783,mother
7009,1095662,1095722,father
7009,1095662,1095753,father
7009,1095662,1095784,father
7009,1095663,1095722,mother
7009,1095663,1095753,mother
7009,1095663,1095784,mother
7009,1095664,1095723,father
7009,1095664,1095754,father
7009,1095664,1095785,father
7009,1095665,1095723,mother
7009,1095665,1095754,mother
7009,1095665,1095785,mother
7009,1095666,1095724,father
7009,1095666,1095755,father
7009,1095666,1095786,father
7009,1095667,1095724,mother
7009,1095667,1095755,mother
7009,1095667,1095786,mother
7009,1095668,1095725,father
7009,1095668,1095756,father
7009,1095668,1095787,father
7009,1095669,1095725,mother
7009,1095669,1095756,mother
7009,1095669,1095787,mother
7009,1095670,1095726,father
7009,1095670,1095757,father
7009,1095670,1095788,father
7009,1095671,1095726,mother
7009,1095671,1095757,mother
7009,1095671,1095788,mother
7009,1095672,1095727,father
7009,1095672,1095758,father
7009,1095672,1095789,father
7009,1095673,1095727,mother
7009,1095673,1095758,mother
7009,1095673,1095789,mother
7009,1095674,1095728,father
7009,1095674,1095759,father
7009,1095674,1095790,father
7009,1095675,1095728,mother
7009,1095675,1095759,mother
7009,1095675,1095790,mother
7009,1095676,1095729,father
7009,1095676,1095760,father
7009,1095676,1095791,father
7009,1095677,1095729,mother
7009,1095677,1095760,mother
7009,1095677,1095791,mother
7009,1095678,1095730,father
7009,1095678,1095761,father
7009,1095678,1095792,father
7009,1095679,1095730,mother
7009,1095679,1095761,mother
7009,1095679,1095792,mother
7009,1095680,1095731,father
7009,1095680,1095762,father
7009,1095681,1095731,mother
7009,1095681,1095762,mother
7009,1095682,1095732,father
7009,1095682,1095763,father
7009,1095683,1095732,mother
7009,1095683,1095763,mother
7009,1095684,1095733,father
7009,1095684,1095764,father
7009,1095685,1095733,mother
7009,1095685,1095764,mother
7009,1095686,1095734,father
7009,1095686,1095765,father
7009,1095687,1095734,mother
7009,1095687,1095765,mother
7009,1095688,1095735,father
7009,1095688,1095766,father
7009,1095689,1095735,mother
7009,1095689,1095766,mother
7009,1095690,1095736,father
7009,1095690,1095767,father
7009,1095691,1095736,mother
7009,1095691,1095767,mother
7009,1095692,1095737,father
7009,1095692,1095768,father
7009,1095693,1095737,mother
7009,1095693,1095768,mother
7009,1095694,1095738,father
7009,1095694,1095769,father
7009,1095695,1095738,mother
7009,1095695,1095769,mother
7009,1095696,1095739,father
7009,1095696,1095770,father
7009,1095697,1095739,mother
7009,1095697,1095770,mother
7009,1095698,1095740,father
7009,1095698,1095771,father
7009,1095699,1095740,mother
7009,1095699,1095771,mother
7009,1095700,1095741,father
7009,1095700,1095772,father
7009,1095701,1095741,mother
7009,1095701,1095772,mother
7009,1095702,1095742,father
7009,1095702,1095773,father
7009,1095703,1095742,mother
7009,1095703,1095773,mother
7009,1095704,1095743,father
7009,1095704,1095774,father
7009,1095705,1095743,mother
7009,1095705,1095774,mother
7009,1095706,1095744,father
7009,1095706,1095775,father
7009,1095707,1095744,mother
7009,1095707,1095775,mother
7009,1095708,1095745,father
7009,1095708,1095776,father
7009,1095709,1095745,mother
7009,1095709,1095776,mother
7009,1095710,1095746,father
7009,1095710,1095777,father
7009,1095711,1095746,mother
7009,1095711,1095777,mother
7009,1095712,1095747,father
7009,1095712,1095778,father
7009,1095713,1095747,mother
7009,1095713,1095778,mother
7009,1095714,1095748,father
7009,1095714,1095779,father
7009,1095715,1095748,mother
7009,1095715,1095779,mother
7009,1095716,1095749,father
7009,1095716,1095780,father
7009,1095717,1095749,mother
7009,1095717,1095780,mother
7009,1095718,1095750,father
7009,1095718,1095781,father
7009,1095719,1095750,mother
7009,1095719,1095781,mother
7009,1095720,1095793,father
7009,1095720,1095830,father
7009,1095720,1095867,father
7009,1095721,1095793,mother
7009,1095721,1095829,mother
7009,1095721,1095865,mother
7009,1095722,1095794,father
7009,1095722,1095831,father
7009,1095722,1095868,father
7009,1095723,1095794,mother
7009,1095723,1095830,mother
7009,1095723,1095866,mother
7009,1095724,1095795,father
7009,1095724,1095832,father
7009,1095724,1095869,father
7009,1095725,1095795,mother
7009,1095725,1095831,mother
7009,1095725,1095867,mother
7009,1095726,1095796,father
7009,1095726,1095833,father
7009,1095726,1095870,father
7009,1095727,1095796,mother
7009,1095727,1095832,mother
7009,1095727,1095868,mother
7009,1095728,1095797,father
7009,1095728,1095834,father
7009,1095728,1095871,father
7009,1095729,1095797,mother
7009,1095729,1095833,mother
7009,1095729,1095869,mother
7009,1095730,1095798,father
7009,1095730,1095835,father
7009,1095730,1095872,father
7009,1095731,1095798,mother
7009,1095731,1095834,mother
7009,1095731,1095870,mother
7009,1095732,1095799,father
7009,1095732,1095836,father
7009,1095732,1095873,father
7009,1095733,1095799,mother
7009,1095733,1095835,mother
7009,1095733,1095871,mother
7009,1095734,1095800,father
7009,1095734,1095837,father
7009,1095734,1095874,father
7009,1095735,1095800,mother
7009,1095735,1095836,mother
7009,1095735,1095872,mother
7009,1095736,1095801,father
7009,1095736,1095838,father
7009,1095736,1095875,father
7009,1095737,1095801,mother
7009,1095737,1095837,mother
7009,1095737,1095873,mother
7009,1095738,1095802,father
7009,1095738,1095839,father
7009,1095739,1095802,mother
7009,1095739,1095838,mother
7009,1095739,1095874,mother
7009,1095740,1095803,father
7009,1095740,1095840,father
7009,1095741,1095803,mother
7009,1095741,1095839,mother
7009,1095741,1095875,mother
7009,1095742,1095804,father
7009,1095742,1095841,father
7009,1095743,1095804,mother
7009,1095743,1095840,mother
7009,1095744,1095805,father
7009,1095744,1095842,father
7009,1095745,1095805,mother
7009,1095745,1095841,mother
7009,1095746,1095806,father
7009,1095746,1095843,father
7009,1095747,1095806,mother
7009,1095747,1095842,mother
7009,1095748,1095807,father
7009,1095748,1095844,father
7009,1095749,1095807,mother
7009,1095749,1095843,mother
7009,1095750,1095808,father
7009,1095750,1095845,father
7009,1095751,1095808,mother
7009,1095751,1095844,mother
7009,1095752,1095809,father
7009,1095752,1095846,father
7009,1095753,1095809,mother
7009,1095753,1095845,mother
7009,1095754,1095810,father
7009,1095754,1095847,father
7009,1095755,1095810,mother
7009,1095755,1095846,mother
7009,1095756,1095811,father
7009,1095756,1095848,father
7009,1095757,1095811,mother
7009,1095757,1095847,mother
7009,1095758,1095812,father
7009,1095758,1095849,father
7009,1095759,1095812,mother
7009,1095759,1095848,mother
7009,1095760,1095813,father
7009,1095760,1095850,father
7009,1095761,1095813,mother
7009,1095761,1095849,mother
