tree_id,parent_member_id,child_member_id,parent_role
7004,1030001,1030022,father
7004,1030001,1030033,father
7004,1030001,1030044,father
7004,1030001,1030055,father
7004,1030022,1030064,father
7004,1030022,1030085,father
7004,1030022,1030106,father
7004,1030033,1030069,mother
7004,1030033,1030090,mother
7004,1030033,1030111,mother
7004,1030044,1030075,father
7004,1030044,1030096,father
7004,1030044,1030117,father
7004,1030055,1030080,mother
7004,1030055,1030101,mother
7004,1030055,1030122,mother
7004,1030064,1030127,father
7004,1030064,1030159,father
7004,1030064,1030191,father
7004,1030069,1030129,mother
7004,1030069,1030160,mother
7004,1030069,1030191,mother
7004,1030075,1030132,mother
7004,1030075,1030163,mother
7004,1030075,1030194,mother
7004,1030080,1030135,father
7004,1030080,1030167,father
7004,1030080,1030199,father
7004,1030085,1030137,mother
7004,1030085,1030168,mother
7004,1030085,1030199,mother
7004,1030090,1030140,father
7004,1030090,1030172,father
7004,1030090,1030204,father
7004,1030096,1030143,father
7004,1030096,1030175,father
7004,1030096,1030207,father
7004,1030101,1030145,mother
7004,1030101,1030176,mother
7004,1030101,1030207,mother
7004,1030106,1030148,father
7004,1030106,1030180,father
7004,1030111,1030150,mother
7004,1030111,1030181,mother
7004,1030117,1030153,mother
7004,1030117,1030184,mother
7004,1030122,1030156,father
7004,1030122,1030188,father
7004,1030127,1030210,father
7004,1030127,1030252,father
7004,1030127,1030294,father
7004,1030129,1030211,father
7004,1030129,1030253,father
7004,1030129,1030295,father
7004,1030132,1030212,mother
7004,1030132,1030253,mother
7004,1030132,1030294,mother
7004,1030135,1030214,father
7004,1030135,1030256,father
7004,1030135,1030298,father
7004,1030137,1030215,father
7004,1030137,1030257,father
7004,1030137,1030299,father
7004,1030140,1030216,mother
7004,1030140,1030257,mother
7004,1030140,1030298,mother
7004,1030143,1030218,father
7004,1030143,1030260,father
7004,1030143,1030302,father
7004,1030145,1030219,father
7004,1030145,1030261,father
7004,1030145,1030303,father
7004,1030148,1030220,mother
7004,1030148,1030261,mother
7004,1030148,1030302,mother
7004,1030150,1030221,mother
7004,1030150,1030262,mother
7004,1030150,1030303,mother
7004,1030153,1030223,father
7004,1030153,1030265,father
7004,1030153,1030307,father
7004,1030156,1030224,mother
7004,1030156,1030265,mother
7004,1030156,1030306,mother
7004,1030159,1030226,father
7004,1030159,1030268,father
7004,1030159,1030310,father
7004,1030160,1030226,mother
7004,1030160,1030267,mother
7004,1030160,1030308,mother
7004,1030163,1030228,father
7004,1030163,1030270,father
7004,1030163,1030312,father
7004,1030167,1030230,father
7004,1030167,1030272,father
7004,1030168,1030230,mother
7004,1030168,1030271,mother
7004,1030168,1030312,mother
7004,1030172,1030232,mother
7004,1030172,1030273,mother
7004,1030175,1030234,father
7004,1030175,1030276,father
7004,1030176,1030234,mother
7004,1030176,1030275,mother
7004,1030180,1030236,mother
7004,1030180,1030277,mother
7004,1030181,1030237,father
7004,1030181,1030279,father
7004,1030184,1030238,mother
7004,1030184,1030279,mother
7004,1030188,1030240,mother
7004,1030188,1030281,mother
7004,1030191,1030242,father
7004,1030191,1030284,father
7004,1030194,1030243,mother
7004,1030194,1030284,mother
7004,1030199,1030246,father
7004,1030199,1030288,father
7004,1030204,1030248,mother
7004,1030204,1030289,mother
7004,1030207,1030250,father
7004,1030207,1030292,father
7004,1030210,1030314,father
7004,1030210,1030366,father
7004,1030210,1030418,father
7004,1030211,1030314,mother
7004,1030211,1030366,mother
7004,1030211,1030418,mother
7004,1030212,1030315,father
7004,1030212,1030367,father
7004,1030212,1030419,father
7004,1030214,1030316,father
7004,1030214,1030368,father
7004,1030214,1030420,father
7004,1030215,1030316,mother
7004,1030215,1030368,mother
7004,1030215,1030420,mother
7004,1030216,1030317,father
7004,1030216,1030369,father
7004,1030216,1030421,father
7004,1030218,1030318,father
7004,1030218,1030370,father
7004,1030218,1030422,father
7004,1030219,1030318,mother
7004,1030219,1030370,mother
7004,1030219,1030422,mother
7004,1030220,1030319,father
7004,1030220,1030371,father
7004,1030220,1030423,father
7004,1030221,1030319,mother
7004,1030221,1030371,mother
7004,1030221,1030423,mother
7004,1030223,1030320,mother
7004,1030223,1030372,mother
7004,1030223,1030424,mother
7004,1030224,1030321,father
7004,1030224,1030373,father
7004,1030224,1030425,father
