tree_id,parent_member_id,child_member_id,parent_role
7001,1000001,1000031,father
7001,1000001,1000046,father
7001,1000001,1000061,father
7001,1000001,1000076,father
7001,1000031,1000090,father
7001,1000031,1000120,father
7001,1000031,1000150,father
7001,1000046,1000097,mother
7001,1000046,1000126,mother
7001,1000046,1000155,mother
7001,1000061,1000105,father
7001,1000061,1000135,father
7001,1000061,1000165,father
7001,1000076,1000112,mother
7001,1000076,1000141,mother
7001,1000076,1000170,mother
7001,1000090,1000178,father
7001,1000090,1000222,father
7001,1000090,1000266,father
7001,1000097,1000181,mother
7001,1000097,1000225,mother
7001,1000097,1000269,mother
7001,1000105,1000185,mother
7001,1000105,1000229,mother
7001,1000105,1000273,mother
7001,1000112,1000189,father
7001,1000112,1000233,father
7001,1000112,1000277,father
7001,1000120,1000193,father
7001,1000120,1000237,father
7001,1000120,1000281,father
7001,1000126,1000196,father
7001,1000126,1000240,father
7001,1000126,1000284,father
7001,1000135,1000200,mother
7001,1000135,1000244,mother
7001,1000135,1000288,mother
7001,1000141,1000203,mother
7001,1000141,1000247,mother
7001,1000141,1000291,mother
7001,1000150,1000208,father
7001,1000150,1000252,father
7001,1000155,1000210,mother
7001,1000155,1000254,mother
7001,1000165,1000215,mother
7001,1000165,1000259,mother
7001,1000170,1000218,father
7001,1000170,1000262,father
7001,1000178,1000296,father
7001,1000178,1000355,father
7001,1000178,1000414,father
7001,1000181,1000297,mother
7001,1000181,1000356,mother
7001,1000181,1000415,mother
7001,1000185,1000299,mother
7001,1000185,1000358,mother
7001,1000185,1000417,mother
7001,1000189,1000301,mother
7001,1000189,1000360,mother
7001,1000189,1000419,mother
7001,1000193,1000303,mother
7001,1000193,1000362,mother
7001,1000193,1000421,mother
7001,1000196,1000305,father
7001,1000196,1000364,father
7001,1000196,1000423,father
7001,1000200,1000307,father
7001,1000200,1000366,father
7001,1000200,1000425,father
7001,1000203,1000308,mother
7001,1000203,1000367,mother
7001,1000203,1000426,mother
7001,1000208,1000311,father
7001,1000208,1000370,father
7001,1000208,1000429,father
7001,1000210,1000312,father
7001,1000210,1000371,father
7001,1000210,1000430,father
7001,1000215,1000314,mother
7001,1000215,1000373,mother
7001,1000215,1000432,mother
7001,1000218,1000316,father
7001,1000218,1000375,father
7001,1000218,1000434,father
7001,1000222,1000318,father
7001,1000222,1000377,father
7001,1000222,1000436,father
7001,1000225,1000319,mother
7001,1000225,1000378,mother
7001,1000225,1000437,mother
7001,1000229,1000321,mother
7001,1000229,1000380,mother
7001,1000229,1000439,mother
7001,1000233,1000323,mother
7001,1000233,1000382,mother
7001,1000233,1000441,mother
7001,1000237,1000325,mother
7001,1000237,1000384,mother
7001,1000240,1000327,father
7001,1000240,1000386,father
7001,1000244,1000329,father
7001,1000244,1000388,father
7001,1000247,1000330,mother
7001,1000247,1000389,mother
7001,1000252,1000333,father
7001,1000252,1000392,father
7001,1000254,1000334,father
7001,1000254,1000393,father
7001,1000259,1000336,mother
7001,1000259,1000395,mother
7001,1000262,1000338,father
7001,1000262,1000397,father
7001,1000266,1000340,father
7001,1000266,1000399,father
7001,1000269,1000341,mother
7001,1000269,1000400,mother
7001,1000273,1000343,mother
7001,1000273,1000402,mother
